BARCODE,ITEMID,STOREID,ORIGINAL_PRICE,CURRENT_PRICE,QTY_MARKDOWN,QTY_ON_HAND
5000129318579,867584,474,3.59,3.23,59,1
5035272934192,877335,407,3.59,3.23,63,1
5035272937483,882595,169,3.59,3.23,65,1
5000129372557,891742,232,3.59,3.23,67,1
5060470841423,876882,481,3.59,3.23,68,1
5035272937469,882579,365,3.59,3.23,68,1
5000128546775,172116,404,3.59,3.23,69,1
5000128918305,766995,493,3.59,3.23,69,1
5060470841782,883308,52,3.59,3.23,70,1
5000129338898,875942,8679,3.59,3.23,42,1
5000128743815,824406,427,3.59,3.23,43,1
5000128734257,822489,335,3.59,3.23,44,1
5000128782838,701475,473,3.59,3.23,48,1
5000128945233,776252,118,3.59,3.23,54,1
50128747,599250,421,3.59,3.23,55,1
5000129324891,883179,212,3.59,3.23,59,1
5000128989367,57493,410,3.59,3.23,63,1
5000128960670,695384,365,3.59,3.23,65,1
5000129354317,883274,465,3.59,3.23,67,1
5000128705837,777029,485,3.59,3.23,68,1
5000128668965,577225,316,3.59,3.23,68,1
5000128702959,816654,330,3.59,3.23,69,1
5000128946865,776816,439,3.59,3.23,69,1
5000129354263,883395,361,3.59,3.23,70,1
5000128721141,634357,353,3.59,3.23,67,1
5000128702409,816542,8681,3.59,3.23,68,1
5000128774819,698841,407,3.59,3.23,68,1
5000128775618,699057,232,3.59,3.23,69,1
5000129292879,860424,361,3.59,3.23,69,1
5000128369169,31075,474,3.59,3.23,70,1
5000128995504,631627,485,3.59,3.23,42,1
5000128590891,385040,427,3.59,3.23,43,1
5000128967259,775353,330,3.59,3.23,44,1
5022090002431,9143320,8679,3.59,3.23,48,1
5060356830145,826126,465,3.59,3.23,54,1
5000128540155,166320,52,3.59,3.23,55,1
5000128592949,389048,485,3.59,3.23,59,1
5000128997676,766639,404,3.59,3.23,63,1
5060140900122,752122,361,3.59,3.23,65,1
5060414190389,9016104,8679,3.59,3.23,67,1
5000128067966,10052,439,3.59,3.23,68,1
5000159484527,784979,335,3.59,3.23,68,1
5000128078139,10146,421,3.59,3.23,69,1
5000328375373,25875,118,3.59,3.23,69,1
5010115927173,722387,407,3.59,3.23,70,1
5020840002045,100120,330,3.59,3.23,42,1
5060329259157,9112742,473,3.59,3.23,43,1
5000128656221,512978,353,3.59,3.23,44,1
5000129372458,891739,52,3.59,3.23,48,1
5060554810017,826351,316,3.59,3.23,54,1
5000128710398,845759,481,3.59,3.23,55,1
5000128766005,826096,493,3.59,3.23,59,1
5000128783279,827743,316,3.59,3.23,63,1
5051594002975,730929,465,3.59,3.23,65,1
5022090002448,9143321,473,3.59,3.23,67,1
5000129372670,891737,404,3.59,3.23,68,1
5010549019611,894758,474,3.59,3.23,68,1
5000128967273,775363,474,3.59,3.23,69,1
5000129372540,891748,493,3.59,3.23,69,1
5000128667241,809406,427,3.59,3.23,70,1
5000128778275,826649,365,3.59,3.23,67,1
5060414195131,9102566,439,3.59,3.23,68,1
4002359020148,886193,169,3.59,3.23,68,1
6009880909063,826821,410,3.59,3.23,69,1
5020628000232,776000,8681,3.59,3.23,69,1
5000129357417,884665,481,3.59,3.23,70,1
5056025441828,854699,169,3.59,3.23,42,1
5000128598637,10147,365,3.59,3.23,43,1
5000128082143,10163,361,3.59,3.23,44,1
5028235011467,825707,212,3.59,3.23,48,1
5000129346329,879020,118,3.59,3.23,54,1
8005415063475,887535,407,3.59,3.23,55,1
5000128711517,12792,365,3.59,3.23,59,1
5056025477551,883246,232,3.59,3.23,63,1
5000129339925,877019,212,3.59,3.23,65,1
5000129340235,877010,335,3.59,3.23,67,1
5060190566033,892179,8681,3.59,3.23,68,1
5000129340051,877012,421,3.59,3.23,68,1
5017011030501,444625,353,3.59,3.23,69,1
5060406690255,888779,361,3.59,3.23,69,1
5000128906784,763953,410,3.59,3.23,70,1
5000129344226,878506,365,3.59,3.23,42,1
5000128802246,710651,465,3.59,3.23,43,1
5000129344233,878505,316,3.59,3.23,44,1
5000129321654,868716,439,3.59,3.23,48,1
5000128698238,845210,485,3.59,3.23,54,1
5011348022659,854619,365,3.59,3.23,55,1
5000128758499,677431,330,3.59,3.23,59,1
5011013939633,882124,361,3.59,3.23,63,1
5000129351026,881758,361,3.59,3.23,65,1
5000128840569,735944,353,3.59,3.23,67,1
5000128980791,774138,8681,3.59,3.23,68,1
5000129372526,891747,361,3.59,3.23,68,1
5000129318579,867584,474,3.59,3.23,69,1
5035272934192,877335,407,3.59,3.23,69,1
5035272937483,882595,169,3.59,3.23,70,1
5000129372557,891742,232,3.59,3.23,67,1
5060470841423,876882,481,3.59,3.23,68,1
5035272937469,882579,365,3.59,3.23,68,1
5000128546775,172116,404,3.59,3.23,69,1
5000128918305,766995,493,3.59,3.23,69,1
5060470841782,883308,52,3.59,3.23,70,1
5000129338898,875942,8679,3.59,3.23,42,1
5000128743815,824406,427,3.59,3.23,43,1
5000128734257,822489,335,3.59,3.23,44,1
5000128782838,701475,473,3.59,3.23,48,1
5000128945233,776252,118,3.59,3.23,54,1
50128747,599250,421,3.59,3.23,55,1
5000129324891,883179,212,3.59,3.23,59,1
5000128989367,57493,410,3.59,3.23,63,1
5000128960670,695384,365,3.59,3.23,65,1
5000129354317,883274,465,3.59,3.23,67,1
5000128705837,777029,485,3.59,3.23,68,1
5000128668965,577225,316,3.59,3.23,68,1
5000128702959,816654,330,3.59,3.23,69,1
5000128946865,776816,439,3.59,3.23,69,1
5000129354263,883395,361,3.59,3.23,70,1
5000128721141,634357,353,3.59,3.23,42,1
5000128702409,816542,8681,3.59,3.23,43,1
5000128774819,698841,407,3.59,3.23,44,1
5000128775618,699057,232,3.59,3.23,48,1
5000129292879,860424,361,3.59,3.23,54,1
5000128369169,31075,474,3.59,3.23,55,1
5000128995504,631627,485,3.59,3.23,59,1
5000128590891,385040,427,3.59,3.23,63,1
5000128967259,775353,330,3.59,3.23,65,1
5022090002431,9143320,8679,3.59,3.23,67,1
5060356830145,826126,465,3.59,3.23,68,1
5000128540155,166320,52,3.59,3.23,68,1
5000128592949,389048,485,3.59,3.23,69,1
5000128997676,766639,404,3.59,3.23,69,1
5060140900122,752122,361,3.59,3.23,70,1
5060414190389,9016104,8679,3.59,3.23,67,1
5000128067966,10052,439,3.59,3.23,68,1
5000159484527,784979,335,3.59,3.23,68,1
5000128078139,10146,421,3.59,3.23,69,1
5000328375373,25875,118,3.59,3.23,69,1
5010115927173,722387,407,3.59,3.23,70,1
5020840002045,100120,330,3.59,3.23,42,1
5060329259157,9112742,473,3.59,3.23,43,1
5000128656221,512978,353,3.59,3.23,44,1
5000129372458,891739,52,3.59,3.23,48,1
5060554810017,826351,316,3.59,3.23,54,1
5000128710398,845759,481,3.59,3.23,55,1
5000128766005,826096,493,3.59,3.23,59,1
5000128783279,827743,316,3.59,3.23,63,1
5051594002975,730929,465,3.59,3.23,65,1
5022090002448,9143321,473,3.59,3.23,67,1
5000129372670,891737,404,3.59,3.23,68,1
5010549019611,894758,474,3.59,3.23,68,1
5000128967273,775363,474,3.59,3.23,69,1
5000129372540,891748,493,3.59,3.23,69,1
5000128667241,809406,427,3.59,3.23,70,1
5000128778275,826649,365,3.59,3.23,42,1
5060414195131,9102566,439,3.59,3.23,43,1
4002359020148,886193,169,3.59,3.23,44,1
6009880909063,826821,410,3.59,3.23,48,1
5020628000232,776000,8681,3.59,3.23,54,1
5000129357417,884665,481,3.59,3.23,55,1
5056025441828,854699,169,3.59,3.23,59,1
5000128598637,10147,365,3.59,3.23,63,1
5000128082143,10163,361,3.59,3.23,65,1
5028235011467,825707,212,3.59,3.23,67,1
5000129346329,879020,118,3.59,3.23,68,1
8005415063475,887535,407,3.59,3.23,68,1
5000128711517,12792,365,3.59,3.23,69,1
5056025477551,883246,232,3.59,3.23,69,1
5000129339925,877019,212,3.59,3.23,70,1
5000129340235,877010,335,3.59,3.23,67,1
5060190566033,892179,8681,3.59,3.23,68,1
5000129340051,877012,421,3.59,3.23,68,1
5017011030501,444625,353,3.59,3.23,69,1
5060406690255,888779,361,3.59,3.23,69,1
5000128906784,763953,410,3.59,3.23,70,1
5000129344226,878506,365,3.59,3.23,42,1
5000128802246,710651,465,3.59,3.23,43,1
5000129344233,878505,316,3.59,3.23,44,1
5000129321654,868716,439,3.59,3.23,48,1
5000128698238,845210,485,3.59,3.23,54,1
5011348022659,854619,365,3.59,3.23,55,1
5000128758499,677431,330,3.59,3.23,59,1
5011013939633,882124,361,3.59,3.23,63,1
5000129351026,881758,361,3.59,3.23,65,1
5000128840569,735944,353,3.59,3.23,67,1
5000128980791,774138,8681,3.59,3.23,68,1
5000129372526,891747,361,3.59,3.23,68,1
5000129318579,867584,474,3.59,3.23,69,1
5035272934192,877335,407,3.59,3.23,69,1
5035272937483,882595,169,3.59,3.23,70,1
5000129372557,891742,232,3.59,3.23,70,1
